month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,CTR
June,8,camp 1,Medium,240 x 400,jkl,1454,0.7347,31,3.3644,0,0.0,2.1320495185694637
June,8,camp 1,Medium,240 x 400,mno,6049,4.1744,61,6.6203,6,412.3339,1.0084311456439081
June,8,camp 1,High,300 x 250,abc,1263,0.7028,2,0.0,6,129.8521,0.1583531274742676
June,8,camp 1,High,300 x 250,def,19058,9.7559,59,6.0,64,1813.6935,0.30958127820337916
June,8,camp 1,High,300 x 250,ghi,34723,35.4381,304,33.0,248,11499.3881,0.8755003887912911
June,8,camp 1,High,300 x 250,jkl,3209,1.7935,22,2.0,17,887.5856,0.6855718292302898
June,8,camp 1,High,300 x 250,mno,185704,138.1769,657,71.0,699,34149.2239,0.35378882522724336
June,8,camp 1,Low,300 x 250,abc,3,0.0016,0,0.0,0,0.0,0.0
June,8,camp 1,Low,300 x 250,def,148,0.03,0,0.0,0,0.0,0.0
June,8,camp 1,Low,300 x 250,ghi,85,0.0863,2,0.217,0,0.0,2.3529411764705883
June,8,camp 1,Low,300 x 250,jkl,10,0.0033,0,0.0,0,0.0,0.0
June,8,camp 1,Low,300 x 250,mno,1526,0.2758,4,0.4341,0,0.0,0.2621231979030144
June,8,camp 1,Medium,300 x 250,abc,186,0.1011,0,0.0,0,0.0,0.0
June,8,camp 1,Medium,300 x 250,def,1926,0.8304,14,1.5211,0,0.0,0.726895119418484
June,8,camp 1,Medium,300 x 250,ghi,1753,1.7502,36,3.9105,1,208.3878,2.053622361665716
June,8,camp 1,Medium,300 x 250,jkl,282,0.1596,2,0.217,2,71.128,0.7092198581560284
June,8,camp 1,Medium,300 x 250,mno,19143,8.5414,124,13.4595,13,1148.4,0.647756360027164
June,8,camp 1,High,468 x 60,def,766,0.282,2,0.0,2,19.6168,0.26109660574412535
June,8,camp 1,High,468 x 60,ghi,540,0.3073,3,0.0,2,89.1441,0.5555555555555556
June,8,camp 1,High,468 x 60,jkl,4,0.0026,0,0.0,0,0.0,0.0
June,8,camp 1,High,468 x 60,mno,1996,0.4536,0,0.0,0,0.0,0.0
June,8,camp 1,Low,468 x 60,def,2,0.0003,0,0.0,0,0.0,0.0
June,8,camp 1,Low,468 x 60,ghi,1,0.0005,0,0.0,0,0.0,0.0
June,8,camp 1,Low,468 x 60,mno,5,0.0,0,0.0,0,0.0,0.0
June,8,camp 1,Medium,468 x 60,def,60,0.0161,0,0.0,0,0.0,0.0
June,8,camp 1,Medium,468 x 60,ghi,13,0.0073,0,0.0,0,0.0,0.0
June,8,camp 1,Medium,468 x 60,jkl,1,0.0006,0,0.0,0,0.0,0.0
June,8,camp 1,Medium,468 x 60,mno,193,0.0285,0,0.0,0,0.0,0.0
June,8,camp 1,High,580 x 400,mno,26317,38.6933,227,24.0,268,10665.63,0.8625603222251776
June,8,camp 1,Low,580 x 400,mno,179,0.0694,2,0.217,0,0.0,1.1173184357541899
June,8,camp 1,Medium,580 x 400,mno,2506,2.1523,42,4.56,5,170.7157,1.675977653631285
June,8,camp 1,High,670 x 90,def,3335,2.445,19,2.0,4,72.2676,0.5697151424287856
June,8,camp 1,High,670 x 90,ghi,9890,10.4247,49,5.0,69,3273.9618,0.4954499494438827
June,8,camp 1,High,670 x 90,jkl,253,0.1881,0,0.0,1,11.6534,0.0
June,8,camp 1,High,670 x 90,mno,13344,9.5257,47,5.0,63,2447.8903,0.35221822541966424
June,8,camp 1,Low,670 x 90,def,70,0.0053,0,0.0,0,0.0,0.0
June,8,camp 1,Low,670 x 90,ghi,15,0.0171,0,0.0,0,0.0,0.0
June,8,camp 1,Low,670 x 90,mno,115,0.0156,0,0.0,0,0.0,0.0
June,8,camp 1,Medium,670 x 90,def,339,0.1734,8,0.8682,1,20.3223,2.359882005899705
June,8,camp 1,Medium,670 x 90,ghi,587,0.5458,5,0.5426,2,62.5948,0.8517887563884157
June,8,camp 1,Medium,670 x 90,jkl,16,0.0095,0,0.0,0,0.0,0.0
June,8,camp 1,Medium,670 x 90,mno,1247,0.5474,5,0.5426,0,0.0,0.40096230954290296
June,8,camp 1,High,728 x 90,abc,4185,2.3026,28,3.0,19,1158.8261,0.6690561529271207
June,8,camp 1,High,728 x 90,def,41576,17.3195,122,13.0,71,2286.0164,0.29343852222436023
June,8,camp 1,High,728 x 90,ghi,110449,196.2842,1244,135.0,931,42196.8841,1.1263116913688669
June,8,camp 1,High,728 x 90,jkl,14060,5.4008,49,5.0,49,3587.7422,0.3485064011379801
June,8,camp 1,High,728 x 90,mno,151184,83.9488,486,52.0,378,16643.0981,0.32146258863371785
June,8,camp 1,High,728 x 90,,17,0.0136,0,0.0,0,0.0,0.0
June,8,camp 1,Low,728 x 90,abc,24,0.013,0,0.0,0,0.0,0.0
June,8,camp 1,Low,728 x 90,def,460,0.0637,1,0.1085,0,0.0,0.21739130434782608
June,8,camp 1,Low,728 x 90,ghi,174,0.2936,2,0.217,0,0.0,1.1494252873563218
June,8,camp 1,Low,728 x 90,jkl,92,0.0329,0,0.0,0,0.0,0.0
June,8,camp 1,Low,728 x 90,mno,1508,0.2246,4,0.4341,1,17.4191,0.2652519893899204
June,8,camp 1,Medium,728 x 90,abc,429,0.2328,0,0.0,0,0.0,0.0
June,8,camp 1,Medium,728 x 90,def,4747,1.3099,31,3.3696,9,737.0078,0.6530440278070361
June,8,camp 1,Medium,728 x 90,ghi,6181,10.5769,132,14.3312,16,1953.2016,2.1355767675133475
June,8,camp 1,Medium,728 x 90,jkl,1505,0.552,16,1.7364,2,204.132,1.06312292358804
June,8,camp 1,Medium,728 x 90,mno,14994,4.5989,74,8.0329,11,782.1175,0.493530745631586
June,8,camp 1,Medium,728 x 90,,2,0.0016,0,0.0,0,0.0,0.0
June,8,camp 1,High,800 x 250,mno,5,0.0058,0,0.0,0,0.0,0.0
June,8,camp 3,High,160 x 600,def,1347,0.2122,3,0.1627,0,0.0,0.22271714922048996
June,8,camp 3,High,160 x 600,ghi,13,0.0261,1,0.0542,0,0.0,7.6923076923076925
June,8,camp 3,High,160 x 600,mno,14956,3.6499,60,3.2576,9,135.6677,0.4011767852366943
June,8,camp 3,Low,160 x 600,def,4829,0.1686,7,0.3798,0,0.0,0.14495754814661418
June,8,camp 3,Low,160 x 600,ghi,13,0.0221,0,0.0,0,0.0,0.0
June,8,camp 3,Low,160 x 600,mno,25266,1.2513,80,4.3412,1,25.7216,0.31663104567402833
June,8,camp 3,Medium,160 x 600,def,7259,0.4379,34,1.845,2,80.0275,0.468384074941452
June,8,camp 3,Medium,160 x 600,ghi,28,0.0526,0,0.0,0,0.0,0.0
June,8,camp 3,Medium,160 x 600,mno,50725,4.4744,258,14.0004,3,346.2118,0.5086249383932971
June,8,camp 3,High,240 x 400,def,1594,0.3228,5,0.2713,1,15.7233,0.3136762860727729
June,8,camp 3,High,240 x 400,ghi,6876,8.074,57,3.0931,8,873.4251,0.8289703315881327
June,8,camp 3,High,240 x 400,jkl,2489,1.2931,2,0.1085,0,0.0,0.08035355564483729
June,8,camp 3,High,240 x 400,mno,12011,3.7838,19,1.031,1,14.5973,0.15818832736658062
June,8,camp 3,Low,240 x 400,def,1356,0.1625,3,0.1627,0,0.0,0.22123893805309736
June,8,camp 3,Low,240 x 400,ghi,2016,1.9983,23,1.248,1,56.9784,1.1408730158730158
June,8,camp 3,Low,240 x 400,jkl,168,0.0938,0,0.0,0,0.0,0.0
June,8,camp 3,Low,240 x 400,mno,13973,0.6698,30,1.6279,0,0.0,0.21469977814356256
June,8,camp 3,Medium,240 x 400,def,4303,0.5935,29,1.5736,0,0.0,0.6739484080873809
June,8,camp 3,Medium,240 x 400,ghi,9991,10.7484,243,13.189,1,217.7686,2.432188970073066
June,8,camp 3,Medium,240 x 400,jkl,1325,0.7256,17,0.9233,0,0.0,1.2830188679245282
June,8,camp 3,Medium,240 x 400,mno,33287,2.7611,94,5.1009,1,42.4218,0.28239252561059874
June,8,camp 3,High,300 x 250,abc,37,0.0201,0,0.0,0,0.0,0.0
June,8,camp 3,High,300 x 250,def,2231,0.6202,10,0.5426,0,0.0,0.44822949350067237
June,8,camp 3,High,300 x 250,ghi,1328,1.3531,8,0.4349,0,0.0,0.6024096385542169
June,8,camp 3,High,300 x 250,jkl,184,0.1094,0,0.0,0,0.0,0.0
June,8,camp 3,High,300 x 250,mno,27149,7.3106,69,3.7451,2,106.968,0.25415300747725517
June,8,camp 3,Low,300 x 250,abc,121,0.0656,2,0.1085,0,0.0,1.6528925619834711
June,8,camp 3,Low,300 x 250,def,3688,0.3044,18,0.9767,0,0.0,0.4880694143167028
June,8,camp 3,Low,300 x 250,ghi,436,0.3718,11,0.5977,0,0.0,2.522935779816514
June,8,camp 3,Low,300 x 250,jkl,4,0.001,0,0.0,0,0.0,0.0
June,8,camp 3,Low,300 x 250,mno,35144,1.4716,64,3.4738,1,24.2897,0.1821078989301161
June,8,camp 3,Medium,300 x 250,abc,188,0.1035,0,0.0,0,0.0,0.0
June,8,camp 3,Medium,300 x 250,def,6399,0.872,34,1.845,0,0.0,0.5313330207844975
June,8,camp 3,Medium,300 x 250,ghi,2098,2.0397,57,3.0939,0,0.0,2.7168732125834127
June,8,camp 3,Medium,300 x 250,jkl,31,0.0157,0,0.0,0,0.0,0.0
June,8,camp 3,Medium,300 x 250,mno,77159,6.2887,263,14.2743,1,25.4414,0.34085459894503556
June,8,camp 3,High,468 x 60,def,80,0.0128,0,0.0,0,0.0,0.0
June,8,camp 3,High,468 x 60,ghi,2,0.0011,0,0.0,0,0.0,0.0
June,8,camp 3,High,468 x 60,mno,269,0.0157,0,0.0,0,0.0,0.0
June,8,camp 3,Low,468 x 60,def,53,0.0058,0,0.0,0,0.0,0.0
June,8,camp 3,Low,468 x 60,ghi,4,0.0022,0,0.0,0,0.0,0.0
June,8,camp 3,Low,468 x 60,mno,463,0.0047,1,0.0542,0,0.0,0.21598272138228944
June,8,camp 3,Medium,468 x 60,def,115,0.0133,1,0.0542,0,0.0,0.8695652173913043
June,8,camp 3,Medium,468 x 60,ghi,11,0.0062,0,0.0,0,0.0,0.0
June,8,camp 3,Medium,468 x 60,mno,1045,0.0129,1,0.0542,0,0.0,0.09569377990430622
June,8,camp 3,High,580 x 400,mno,4506,2.4155,39,2.1165,3,327.5048,0.8655126498002662
June,8,camp 3,Low,580 x 400,mno,4162,0.405,42,2.28,0,0.0,1.0091302258529553
June,8,camp 3,Medium,580 x 400,mno,11346,2.1287,165,8.9537,0,0.0,1.4542570068746696
June,8,camp 3,High,670 x 90,def,589,0.1289,1,0.0542,0,0.0,0.1697792869269949
June,8,camp 3,High,670 x 90,ghi,158,0.13,0,0.0,0,0.0,0.0
June,8,camp 3,High,670 x 90,jkl,38,0.0287,0,0.0,0,0.0,0.0
June,8,camp 3,High,670 x 90,mno,1994,0.4672,3,0.1627,0,0.0,0.15045135406218654
June,8,camp 3,Low,670 x 90,def,3890,0.1271,9,0.4892,0,0.0,0.23136246786632392
June,8,camp 3,Low,670 x 90,ghi,164,0.0738,0,0.0,0,0.0,0.0
June,8,camp 3,Low,670 x 90,jkl,3,0.0024,0,0.0,0,0.0,0.0
June,8,camp 3,Low,670 x 90,mno,2186,0.088,6,0.3255,0,0.0,0.2744739249771272
June,8,camp 3,Medium,670 x 90,def,4933,0.2769,17,0.9225,0,0.0,0.34461787958645856
June,8,camp 3,Medium,670 x 90,ghi,113,0.0915,0,0.0,0,0.0,0.0
June,8,camp 3,Medium,670 x 90,jkl,17,0.0112,0,0.0,0,0.0,0.0
June,8,camp 3,Medium,670 x 90,mno,5673,0.3949,19,1.031,0,0.0,0.33491979552265116
June,8,camp 3,High,728 x 90,abc,191,0.1046,0,0.0,0,0.0,0.0
June,8,camp 3,High,728 x 90,def,4470,0.8959,6,0.3264,0,0.0,0.1342281879194631
June,8,camp 3,High,728 x 90,ghi,1639,2.5702,9,0.4883,1,4.7346,0.5491153142159854
June,8,camp 3,High,728 x 90,jkl,1558,0.5823,1,0.0542,0,0.0,0.06418485237483953
June,8,camp 3,High,728 x 90,mno,22072,4.4057,33,1.7907,4,487.6404,0.1495106922798115
June,8,camp 3,High,728 x 90,,3,0.0024,0,0.0,0,0.0,0.0
June,8,camp 3,Low,728 x 90,abc,408,0.2214,1,0.0542,0,0.0,0.24509803921568626
June,8,camp 3,Low,728 x 90,def,4776,0.4051,18,0.9776,1,17.7605,0.37688442211055273
June,8,camp 3,Low,728 x 90,ghi,482,0.6205,8,0.4341,0,0.0,1.6597510373443984
June,8,camp 3,Low,728 x 90,jkl,154,0.0432,0,0.0,0,0.0,0.0
June,8,camp 3,Low,728 x 90,mno,37641,1.0975,50,2.7132,1,35.7743,0.13283387795223295
June,8,camp 3,Low,728 x 90,,9,0.0072,0,0.0,0,0.0,0.0
June,8,camp 3,Medium,728 x 90,abc,887,0.4833,7,0.3798,0,0.0,0.7891770011273956
June,8,camp 3,Medium,728 x 90,def,13281,1.5133,47,2.5513,0,0.0,0.3538890143814472
June,8,camp 3,Medium,728 x 90,ghi,1871,2.5652,21,1.1395,0,0.0,1.122394441475147
June,8,camp 3,Medium,728 x 90,jkl,1126,0.3609,9,0.4883,0,0.0,0.7992895204262878
June,8,camp 3,Medium,728 x 90,mno,74812,4.1091,264,14.326,0,0.0,0.35288456397369405
June,8,camp 3,Medium,728 x 90,,8,0.0064,0,0.0,0,0.0,0.0
June,8,camp 3,Low,800 x 250,mno,1,0.0,0,0.0,0,0.0,0.0
June,9,camp 1,High,160 x 600,abc,30,0.0406,0,0.0,0,0.0,0.0
June,9,camp 1,High,160 x 600,def,13786,5.2449,53,5.0,36,2471.5453,0.38444799071521835
June,9,camp 1,High,160 x 600,ghi,5527,13.2986,46,5.0,42,2291.3525,0.8322779084494301
June,9,camp 1,High,160 x 600,mno,122215,104.2733,740,81.0,635,23518.854,0.6054903244282617
June,9,camp 1,Low,160 x 600,def,238,0.0167,0,0.0,0,0.0,0.0
June,9,camp 1,Low,160 x 600,ghi,3,0.008,0,0.0,0,0.0,0.0
June,9,camp 1,Low,160 x 600,mno,1298,0.2634,1,0.1102,0,0.0,0.07704160246533129
June,9,camp 1,Medium,160 x 600,abc,1,0.0015,0,0.0,0,0.0,0.0
June,9,camp 1,Medium,160 x 600,def,1670,0.3036,3,0.3308,3,16.9548,0.17964071856287425
June,9,camp 1,Medium,160 x 600,ghi,241,0.5439,4,0.4411,0,0.0,1.6597510373443984
June,9,camp 1,Medium,160 x 600,mno,12980,6.2192,173,19.0767,18,995.107,1.3328197226502312
June,9,camp 1,High,240 x 400,def,13539,6.3502,67,7.0,50,2301.5739,0.4948666814388064
June,9,camp 1,High,240 x 400,ghi,230142,264.4083,3552,391.0,2063,102446.6646,1.5433949474672157
June,9,camp 1,High,240 x 400,jkl,23928,12.6919,136,15.0,93,4308.3274,0.5683717820127048
June,9,camp 1,High,240 x 400,mno,72387,97.7842,419,46.0,363,19246.1167,0.5788332159089339
June,9,camp 1,Low,240 x 400,def,130,0.0213,3,0.3308,1,17.2718,2.307692307692308
June,9,camp 1,Low,240 x 400,ghi,801,0.8196,14,1.5438,1,53.1801,1.7478152309612984
June,9,camp 1,Low,240 x 400,jkl,131,0.0677,3,0.3308,0,0.0,2.2900763358778624
June,9,camp 1,Low,240 x 400,mno,564,0.1266,3,0.3308,0,0.0,0.5319148936170213
June,9,camp 1,Medium,240 x 400,def,1196,0.3244,10,1.1027,0,0.0,0.8361204013377926
June,9,camp 1,Medium,240 x 400,ghi,13575,15.0651,510,56.2382,69,4573.1891,3.7569060773480665
June,9,camp 1,Medium,240 x 400,jkl,1840,0.9765,25,2.7568,2,89.6123,1.358695652173913
June,9,camp 1,Medium,240 x 400,mno,6923,5.2789,71,7.8295,7,654.3314,1.0255669507438971
June,9,camp 1,High,300 x 250,abc,1898,1.0704,8,0.0,1,198.9104,0.42149631190727077
June,9,camp 1,High,300 x 250,def,22596,12.2057,65,7.0,74,3379.6328,0.2876615330146929
June,9,camp 1,High,300 x 250,ghi,39265,37.6591,357,39.0,206,8899.4015,0.909206672609194
June,9,camp 1,High,300 x 250,jkl,3618,1.9957,18,2.0,4,110.9438,0.4975124378109453
June,9,camp 1,High,300 x 250,mno,212652,164.2992,785,86.0,880,46438.4181,0.3691477155164306
June,9,camp 1,Low,300 x 250,abc,2,0.0011,0,0.0,0,0.0,0.0
June,9,camp 1,Low,300 x 250,def,170,0.0429,0,0.0,0,0.0,0.0
June,9,camp 1,Low,300 x 250,ghi,119,0.1096,1,0.1102,0,0.0,0.8403361344537815
June,9,camp 1,Low,300 x 250,jkl,12,0.006,0,0.0,0,0.0,0.0
June,9,camp 1,Low,300 x 250,mno,1856,0.3978,7,0.7719,0,0.0,0.3771551724137931
June,9,camp 1,Medium,300 x 250,abc,205,0.113,2,0.2205,0,0.0,0.975609756097561
June,9,camp 1,Medium,300 x 250,def,2118,0.8424,9,0.9924,4,51.7879,0.424929178470255
June,9,camp 1,Medium,300 x 250,ghi,1716,1.6316,27,2.9774,3,157.8175,1.5734265734265735
June,9,camp 1,Medium,300 x 250,jkl,331,0.1866,3,0.3308,3,136.4103,0.906344410876133
June,9,camp 1,Medium,300 x 250,mno,22870,10.5737,144,15.8796,28,2276.4791,0.629645824223874
June,9,camp 1,High,468 x 60,def,861,0.2315,0,0.0,0,0.0,0.0
June,9,camp 1,High,468 x 60,ghi,481,0.2588,0,0.0,6,186.9301,0.0
June,9,camp 1,High,468 x 60,jkl,4,0.0027,0,0.0,0,0.0,0.0
June,9,camp 1,High,468 x 60,mno,2380,0.5707,1,0.0,0,0.0,0.04201680672268908
June,9,camp 1,Low,468 x 60,def,4,0.0006,0,0.0,0,0.0,0.0
June,9,camp 1,Low,468 x 60,mno,33,0.0014,0,0.0,0,0.0,0.0
June,9,camp 1,Medium,468 x 60,def,99,0.0151,0,0.0,0,0.0,0.0
June,9,camp 1,Medium,468 x 60,ghi,46,0.0247,0,0.0,0,0.0,0.0
June,9,camp 1,Medium,468 x 60,jkl,3,0.002,0,0.0,0,0.0,0.0
June,9,camp 1,Medium,468 x 60,mno,252,0.0271,2,0.2205,0,0.0,0.7936507936507936
June,9,camp 1,High,580 x 400,mno,31032,45.1376,264,29.0,319,17504.3434,0.8507347254447023
June,9,camp 1,Low,580 x 400,mno,226,0.1101,0,0.0,0,0.0,0.0
June,9,camp 1,Medium,580 x 400,mno,2940,2.5087,56,6.1745,9,241.6215,1.9047619047619049
June,9,camp 1,High,670 x 90,def,4011,2.824,26,2.0,8,193.5191,0.6482174021441036
June,9,camp 1,High,670 x 90,ghi,9415,9.0846,36,4.0,33,711.1829,0.38236856080722254
June,9,camp 1,High,670 x 90,jkl,248,0.1777,1,0.0,1,174.469,0.4032258064516129
June,9,camp 1,High,670 x 90,mno,15193,11.351,50,5.0,34,1790.9541,0.3290989271374975
June,9,camp 1,Low,670 x 90,def,77,0.0116,0,0.0,0,0.0,0.0
June,9,camp 1,Low,670 x 90,ghi,44,0.0404,1,0.1102,0,0.0,2.272727272727273
June,9,camp 1,Low,670 x 90,mno,123,0.0266,0,0.0,0,0.0,0.0
June,9,camp 1,Medium,670 x 90,def,428,0.213,8,0.8822,0,0.0,1.8691588785046727
June,9,camp 1,Medium,670 x 90,ghi,534,0.4849,4,0.4411,0,0.0,0.7490636704119851
June,9,camp 1,Medium,670 x 90,jkl,22,0.0164,0,0.0,0,0.0,0.0
June,9,camp 1,Medium,670 x 90,mno,1608,0.6739,24,2.6457,2,9.8251,1.4925373134328357
June,9,camp 1,High,728 x 90,abc,5362,2.9984,25,2.0,25,808.565,0.4662439388287952
June,9,camp 1,High,728 x 90,def,47904,20.7379,124,13.0,82,3344.9672,0.2588510354041416
June,9,camp 1,High,728 x 90,ghi,127083,214.0846,1338,147.0,913,40921.679,1.0528552206038573
June,9,camp 1,High,728 x 90,jkl,14793,5.7921,48,5.0,44,1540.4889,0.32447779355100387
June,9,camp 1,High,728 x 90,mno,166908,96.2301,492,54.0,482,21376.34,0.2947731684520814
June,9,camp 1,High,728 x 90,,21,0.0168,0,0.0,0,0.0,0.0
June,9,camp 1,Low,728 x 90,abc,27,0.0148,0,0.0,0,0.0,0.0
June,9,camp 1,Low,728 x 90,def,469,0.0875,0,0.0,0,0.0,0.0
June,9,camp 1,Low,728 x 90,ghi,217,0.3293,5,0.5513,1,65.2415,2.3041474654377883
June,9,camp 1,Low,728 x 90,jkl,103,0.0322,0,0.0,0,0.0,0.0
June,9,camp 1,Low,728 x 90,mno,1520,0.2011,3,0.3308,1,78.9294,0.19736842105263158
June,9,camp 1,Medium,728 x 90,abc,567,0.3192,1,0.1102,0,0.0,0.1763668430335097
June,9,camp 1,Medium,728 x 90,def,5444,1.4004,24,2.6466,6,218.8824,0.440852314474651
June,9,camp 1,Medium,728 x 90,ghi,6304,10.263,185,20.4004,26,869.6121,2.9346446700507616
June,9,camp 1,Medium,728 x 90,jkl,1327,0.5089,9,0.9924,0,0.0,0.6782215523737753
June,9,camp 1,Medium,728 x 90,mno,17180,6.4682,109,12.0199,11,767.1705,0.6344586728754366
June,9,camp 1,High,800 x 250,mno,2,0.0035,0,0.0,0,0.0,0.0
June,9,camp 3,High,160 x 600,def,2102,0.4174,5,0.2756,0,0.0,0.23786869647954328
June,9,camp 3,High,160 x 600,ghi,28,0.0478,0,0.0,0,0.0,0.0
June,9,camp 3,High,160 x 600,mno,20769,5.8981,63,3.4734,5,202.2049,0.3033367037411527
June,9,camp 3,Low,160 x 600,def,8333,0.4151,17,0.9373,0,0.0,0.20400816032641306
June,9,camp 3,Low,160 x 600,ghi,25,0.0482,0,0.0,0,0.0,0.0
June,9,camp 3,Low,160 x 600,mno,41676,2.699,128,7.0576,1,8.946,0.3071312026106152
June,9,camp 3,Medium,160 x 600,abc,3,0.003,0,0.0,0,0.0,0.0
June,9,camp 3,Medium,160 x 600,def,12619,0.9895,53,2.9222,1,25.7768,0.42000158491164113
June,9,camp 3,Medium,160 x 600,ghi,48,0.076,0,0.0,0,0.0,0.0
June,9,camp 3,Medium,160 x 600,mno,79513,8.7643,445,24.5353,4,195.6076,0.5596569114484423
June,9,camp 3,High,240 x 400,def,2406,0.505,4,0.2205,3,96.5459,0.1662510390689942
June,9,camp 3,High,240 x 400,ghi,10796,11.8776,119,6.5609,5,468.929,1.1022600963319746
June,9,camp 3,High,240 x 400,jkl,4420,2.3137,9,0.4962,1,81.0798,0.20361990950226247
June,9,camp 3,High,240 x 400,mno,18120,6.583,56,3.0874,4,85.8985,0.3090507726269316
June,9,camp 3,Low,240 x 400,def,3301,0.4422,7,0.3859,0,0.0,0.21205695243865494
June,9,camp 3,Low,240 x 400,ghi,4336,4.2452,40,2.2055,0,0.0,0.9225092250922509
June,9,camp 3,Low,240 x 400,jkl,651,0.3514,3,0.1654,0,0.0,0.4608294930875576
June,9,camp 3,Low,240 x 400,mno,25896,1.5176,38,2.0952,0,0.0,0.1467408093914118
June,9,camp 3,Medium,240 x 400,def,8814,1.3101,47,2.5914,0,0.0,0.5332425686407987
June,9,camp 3,Medium,240 x 400,ghi,21107,21.449,485,26.7394,3,83.1127,2.29781589046288
June,9,camp 3,Medium,240 x 400,jkl,3779,1.986,33,1.8195,0,0.0,0.8732468907118285
June,9,camp 3,Medium,240 x 400,mno,59967,5.9119,220,12.13,1,626.6278,0.36686844431103777
June,9,camp 3,High,300 x 250,abc,78,0.0429,0,0.0,0,0.0,0.0
June,9,camp 3,High,300 x 250,def,3007,0.8747,2,0.1102,0,0.0,0.06651147322913202
June,9,camp 3,High,300 x 250,ghi,2328,2.2626,16,0.8822,0,0.0,0.6872852233676976
June,9,camp 3,High,300 x 250,jkl,340,0.2013,0,0.0,0,0.0,0.0
June,9,camp 3,High,300 x 250,mno,41596,12.5789,97,5.3479,13,1241.0912,0.2331954995672661
June,9,camp 3,Low,300 x 250,abc,181,0.0997,0,0.0,0,0.0,0.0
June,9,camp 3,Low,300 x 250,def,5567,0.5532,19,1.0476,0,0.0,0.3412969283276451
June,9,camp 3,Low,300 x 250,ghi,1090,0.981,19,1.0474,0,0.0,1.743119266055046
June,9,camp 3,Low,300 x 250,jkl,12,0.0055,0,0.0,0,0.0,0.0
June,9,camp 3,Low,300 x 250,mno,63057,3.3077,100,5.5137,0,0.0,0.15858667554752048
June,9,camp 3,Medium,300 x 250,abc,437,0.2423,1,0.0551,0,0.0,0.2288329519450801
June,9,camp 3,Medium,300 x 250,def,9901,1.6703,62,3.4181,0,0.0,0.6261993738006263
June,9,camp 3,Medium,300 x 250,ghi,5042,4.8289,97,5.3481,0,0.0,1.9238397461324872
June,9,camp 3,Medium,300 x 250,jkl,90,0.0463,0,0.0,0,0.0,0.0
June,9,camp 3,Medium,300 x 250,mno,136864,13.3367,489,26.961,5,220.9953,0.35728898760813654
June,9,camp 3,High,468 x 60,def,160,0.0291,0,0.0,0,0.0,0.0
June,9,camp 3,High,468 x 60,ghi,13,0.0069,0,0.0,0,0.0,0.0
June,9,camp 3,High,468 x 60,mno,371,0.0251,0,0.0,0,0.0,0.0
June,9,camp 3,Low,468 x 60,def,104,0.0111,0,0.0,0,0.0,0.0
June,9,camp 3,Low,468 x 60,ghi,10,0.0053,0,0.0,0,0.0,0.0
June,9,camp 3,Low,468 x 60,mno,805,0.0094,0,0.0,0,0.0,0.0
June,9,camp 3,Medium,468 x 60,def,222,0.0281,2,0.1102,0,0.0,0.9009009009009009
June,9,camp 3,Medium,468 x 60,ghi,36,0.0193,0,0.0,0,0.0,0.0
June,9,camp 3,Medium,468 x 60,mno,1698,0.0256,1,0.0551,0,0.0,0.058892815076560655
June,9,camp 3,High,580 x 400,mno,7401,4.5128,42,2.3157,10,677.696,0.5674908796108634
June,9,camp 3,Low,580 x 400,mno,7619,1.0079,56,3.0877,0,0.0,0.7350045937787111
June,9,camp 3,Medium,580 x 400,mno,22186,5.1364,338,18.6338,1,21.1974,1.5234832777427205
June,9,camp 3,High,670 x 90,def,779,0.1769,4,0.2205,0,0.0,0.5134788189987163
June,9,camp 3,High,670 x 90,ghi,163,0.1263,1,0.0551,0,0.0,0.6134969325153374
June,9,camp 3,High,670 x 90,jkl,46,0.0318,0,0.0,0,0.0,0.0
June,9,camp 3,High,670 x 90,mno,2726,0.7652,14,0.7719,0,0.0,0.5135730007336757
June,9,camp 3,Low,670 x 90,def,6036,0.2371,22,1.213,0,0.0,0.36447978793903246
June,9,camp 3,Low,670 x 90,ghi,252,0.1063,0,0.0,0,0.0,0.0
June,9,camp 3,Low,670 x 90,jkl,14,0.008,0,0.0,0,0.0,0.0
June,9,camp 3,Low,670 x 90,mno,3853,0.17,7,0.3859,0,0.0,0.18167661562418894
June,9,camp 3,Medium,670 x 90,def,7538,0.5121,20,1.1027,0,0.0,0.26532236667551073
June,9,camp 3,Medium,670 x 90,ghi,216,0.1462,7,0.3859,0,0.0,3.2407407407407405
June,9,camp 3,Medium,670 x 90,jkl,66,0.04,2,0.1102,0,0.0,3.0303030303030303
June,9,camp 3,Medium,670 x 90,mno,9898,0.8322,32,1.7644,0,0.0,0.32329763588603755
June,9,camp 3,High,728 x 90,abc,289,0.1602,1,0.0551,0,0.0,0.34602076124567477
June,9,camp 3,High,728 x 90,def,6505,1.4177,21,1.1578,1,86.7314,0.3228285933897002
June,9,camp 3,High,728 x 90,ghi,2362,3.5441,23,1.2677,2,29.4881,0.9737510584250635
June,9,camp 3,High,728 x 90,jkl,2482,0.9426,4,0.2203,0,0.0,0.16116035455278002
June,9,camp 3,High,728 x 90,mno,30913,7.0642,56,3.0874,6,292.6504,0.18115355999094232
June,9,camp 3,Low,728 x 90,abc,631,0.3478,2,0.1102,0,0.0,0.31695721077654515
June,9,camp 3,Low,728 x 90,def,9895,0.8966,43,2.3707,1,29.2203,0.43456291056088936
